[2024-04-24 23:21:20,784 INFO com.tech.panda.account.Level_13_Apply_Log] - Login_01 - Step 01: Click to My Account Link
[2024-04-25 06:35:06,656 INFO com.tech.panda.account.Level_13_Log_ReportNG] - Login_05 - Step 02: Enter to 'Email Address' textbox
[2024-04-25 06:35:06,738 INFO com.tech.panda.account.Level_13_Log_ReportNG] - Login_05 - Step 03: Enter to 'Password' textbox
[2024-04-25 06:35:06,811 INFO com.tech.panda.account.Level_13_Log_ReportNG] - Login_05 - Step 04: Click to Login button
[2024-04-25 06:35:07,088 INFO com.tech.panda.account.Level_13_Log_ReportNG] - Login_05 - Step 05: Verify error message is displayed
[2024-04-25 06:40:43,644 INFO com.tech.panda.account.Level_13_Log_ReportNG] - Login_01 - Step 01: Click to My Account Link
[2024-04-25 06:40:44,962 INFO com.tech.panda.account.Level_13_Log_ReportNG] - Login_01 - Step 02: Enter to Email Address textbox with empty data
[2024-04-25 06:40:45,051 INFO com.tech.panda.account.Level_13_Log_ReportNG] - Login_01 - Step 03: Enter to Password textbox with empty data
[2024-04-25 06:40:45,133 INFO com.tech.panda.account.Level_13_Log_ReportNG] - Login_01 - Step 04: Click to Login Button
[2024-04-25 06:40:45,464 INFO com.tech.panda.account.Level_13_Log_ReportNG] - Login_01 - Step 05: Verify error message is displayed
[2024-04-25 06:40:45,682 INFO com.tech.panda.account.Level_13_Log_ReportNG] - Login_02 - Step 01: Click to My Account Link
[2024-04-25 06:40:46,866 INFO com.tech.panda.account.Level_13_Log_ReportNG] - Login_02 - Step 02: Enter to 'Email Address' textbox
[2024-04-25 06:40:46,951 INFO com.tech.panda.account.Level_13_Log_ReportNG] - Login_02 - Step 03: Enter to 'Password' textbox
[2024-04-25 06:40:47,065 INFO com.tech.panda.account.Level_13_Log_ReportNG] - Login_02 - Step 04: Click to Login button
[2024-04-25 06:40:47,392 INFO com.tech.panda.account.Level_13_Log_ReportNG] - Login_02 - Step 05: Verify error message is displayed
[2024-04-25 06:40:47,449 INFO com.tech.panda.account.Level_13_Log_ReportNG] - ----------------------PASSED----------------------
[2024-04-25 06:40:47,452 INFO com.tech.panda.account.Level_13_Log_ReportNG] - Login_03 - Step 01: Click to My Account Link
[2024-04-25 06:40:48,715 INFO com.tech.panda.account.Level_13_Log_ReportNG] - Login_03 - Step 02: Enter to 'Email Address' textbox
[2024-04-25 06:40:48,802 INFO com.tech.panda.account.Level_13_Log_ReportNG] - Login_03 - Step 02: Enter to 'Password' textbox
[2024-04-25 06:40:48,891 INFO com.tech.panda.account.Level_13_Log_ReportNG] - Login_03 - Step 04: Click to Login button
[2024-04-25 06:40:50,449 INFO com.tech.panda.account.Level_13_Log_ReportNG] - Login_03 - Step 05: Verify error message is displayed
[2024-04-25 06:40:50,531 INFO com.tech.panda.account.Level_13_Log_ReportNG] - ----------------------PASSED----------------------
[2024-04-25 06:40:50,534 INFO com.tech.panda.account.Level_13_Log_ReportNG] - Login_04 - Step 01: Click to My Account link
[2024-04-25 06:40:51,769 INFO com.tech.panda.account.Level_13_Log_ReportNG] - Login_04 - Step 02: Enter to 'Email Address' textbox
[2024-04-25 06:40:51,883 INFO com.tech.panda.account.Level_13_Log_ReportNG] - Login_04 - Step 03: Enter to 'Password' textbox
[2024-04-25 06:40:51,972 INFO com.tech.panda.account.Level_13_Log_ReportNG] - Login_04 - Step 04: Click to Login button
[2024-04-25 06:40:52,291 INFO com.tech.panda.account.Level_13_Log_ReportNG] - Login_04 - Step 05: Verify error message is displayed
[2024-04-25 06:40:52,350 INFO com.tech.panda.account.Level_13_Log_ReportNG] - ----------------------PASSED----------------------
[2024-04-25 06:40:52,354 INFO com.tech.panda.account.Level_13_Log_ReportNG] - Login_05 - Step 01: Click to My Account link
[2024-04-25 06:40:53,518 INFO com.tech.panda.account.Level_13_Log_ReportNG] - Login_05 - Step 02: Enter to 'Email Address' textbox
[2024-04-25 06:40:53,603 INFO com.tech.panda.account.Level_13_Log_ReportNG] - Login_05 - Step 03: Enter to 'Password' textbox
[2024-04-25 06:40:53,680 INFO com.tech.panda.account.Level_13_Log_ReportNG] - Login_05 - Step 04: Click to Login button
[2024-04-25 06:40:54,019 INFO com.tech.panda.account.Level_13_Log_ReportNG] - Login_05 - Step 05: Verify error message is displayed
[2024-04-25 06:41:24,227 INFO com.tech.panda.account.Level_13_Log_ReportNG] - Login_06 - Step 01: Click to My Account link
[2024-04-25 06:41:25,657 INFO com.tech.panda.account.Level_13_Log_ReportNG] - Login_06 - Step 02: Enter to 'Email Address' textbox
[2024-04-25 06:41:25,764 INFO com.tech.panda.account.Level_13_Log_ReportNG] - Login_06 - Step 03: Enter to 'Password' textbox
[2024-04-25 06:41:25,860 INFO com.tech.panda.account.Level_13_Log_ReportNG] - Login_06 - Step 04: Click to Login button
[2024-04-25 06:41:27,270 INFO com.tech.panda.account.Level_13_Log_ReportNG] - Login_06 - Step 05: Verify information is displayed successfuly
[2024-04-25 06:41:27,340 INFO com.tech.panda.account.Level_13_Log_ReportNG] - ----------------------PASSED----------------------
[2024-04-25 06:41:27,420 INFO com.tech.panda.account.Level_13_Log_ReportNG] - ----------------------PASSED----------------------
[2024-05-27 04:25:35,618 INFO com.tech.panda.account.Level_14_Extent_Report_V5] - ----------------------PASSED----------------------
[2024-05-27 04:25:35,679 INFO com.tech.panda.account.Level_14_Extent_Report_V5] - ----------------------PASSED----------------------
[2024-05-27 04:25:43,787 INFO com.tech.panda.account.Level_14_Extent_Report_V5] - ----------------------PASSED----------------------
[2024-05-27 04:25:46,216 INFO com.tech.panda.account.Level_14_Extent_Report_V5] - ----------------------FAILED----------------------
[2024-05-27 04:25:46,262 INFO com.tech.panda.account.Level_14_Extent_Report_V5] - ----------------------PASSED----------------------
[2024-05-27 04:28:45,918 INFO com.tech.panda.account.Level_14_Extent_Report_V5] - ----------------------PASSED----------------------
[2024-05-27 04:28:45,964 INFO com.tech.panda.account.Level_14_Extent_Report_V5] - ----------------------PASSED----------------------
[2024-05-27 04:28:47,515 INFO com.tech.panda.account.Level_14_Extent_Report_V5] - ----------------------FAILED----------------------
[2024-05-27 04:28:50,134 INFO com.tech.panda.account.Level_14_Extent_Report_V5] - ----------------------PASSED----------------------
[2024-05-27 04:28:51,618 INFO com.tech.panda.account.Level_14_Extent_Report_V5] - ----------------------PASSED----------------------
[2024-05-27 04:28:54,129 INFO com.tech.panda.account.Level_14_Extent_Report_V5] - ----------------------PASSED----------------------
[2024-05-27 04:28:56,610 INFO com.tech.panda.account.Level_14_Extent_Report_V5] - ----------------------FAILED----------------------
[2024-05-27 04:28:56,658 INFO com.tech.panda.account.Level_14_Extent_Report_V5] - ----------------------PASSED----------------------
[2024-05-27 04:30:52,905 INFO com.tech.panda.account.Level_14_Extent_Report_V5] - ----------------------PASSED----------------------
[2024-05-27 04:30:52,949 INFO com.tech.panda.account.Level_14_Extent_Report_V5] - ----------------------PASSED----------------------
[2024-05-27 04:30:54,543 INFO com.tech.panda.account.Level_14_Extent_Report_V5] - ----------------------PASSED----------------------
[2024-05-27 04:30:57,174 INFO com.tech.panda.account.Level_14_Extent_Report_V5] - ----------------------PASSED----------------------
[2024-05-27 04:30:58,707 INFO com.tech.panda.account.Level_14_Extent_Report_V5] - ----------------------PASSED----------------------
[2024-05-27 04:31:32,920 INFO com.tech.panda.account.Level_14_Extent_Report_V5] - ----------------------PASSED----------------------
[2024-05-27 04:31:32,968 INFO com.tech.panda.account.Level_14_Extent_Report_V5] - ----------------------PASSED----------------------
[2024-05-27 20:07:53,306 INFO com.tech.panda.account.User_Login] - ----------------------PASSED----------------------
[2024-05-27 20:07:53,416 INFO com.tech.panda.account.User_Login] - ----------------------PASSED----------------------
[2024-05-27 20:07:55,341 INFO com.tech.panda.account.User_Login] - ----------------------PASSED----------------------
[2024-05-27 20:08:00,232 INFO com.tech.panda.account.User_Login] - ----------------------PASSED----------------------
[2024-05-27 20:08:01,918 INFO com.tech.panda.account.User_Login] - ----------------------PASSED----------------------
[2024-05-27 20:08:04,993 INFO com.tech.panda.account.User_Login] - ----------------------PASSED----------------------
[2024-05-27 20:08:10,443 INFO com.tech.panda.account.User_Login] - ----------------------PASSED----------------------
[2024-05-27 20:08:10,520 INFO com.tech.panda.account.User_Login] - ----------------------PASSED----------------------
[2024-05-27 20:20:54,036 INFO com.tech.panda.account.User_Login] - ----------------------PASSED----------------------
[2024-05-27 20:20:54,098 INFO com.tech.panda.account.User_Login] - ----------------------PASSED----------------------
[2024-05-27 20:20:55,917 INFO com.tech.panda.account.User_Login] - ----------------------PASSED----------------------
[2024-05-27 20:20:58,872 INFO com.tech.panda.account.User_Login] - ----------------------PASSED----------------------
[2024-05-27 20:21:00,554 INFO com.tech.panda.account.User_Login] - ----------------------PASSED----------------------
[2024-05-27 20:21:03,518 INFO com.tech.panda.account.User_Login] - ----------------------PASSED----------------------
[2024-05-27 20:21:06,392 INFO com.tech.panda.account.User_Login] - ----------------------PASSED----------------------
[2024-05-27 20:21:06,485 INFO com.tech.panda.account.User_Login] - ----------------------PASSED----------------------
[2024-05-27 20:30:23,552 INFO com.tech.panda.account.User_Register2] - ----------------------PASSED----------------------
[2024-05-27 20:30:23,632 INFO com.tech.panda.account.User_Register2] - ----------------------PASSED----------------------
[2024-05-27 20:52:15,055 INFO com.tech.panda.account.User_Register] - ----------------------FAILED----------------------
[2024-05-27 20:59:09,700 INFO com.tech.panda.account.User_Register] - ----------------------PASSED----------------------
[2024-05-29 03:31:24,993 INFO com.tech.panda.account.User_Register] - ----------------------PASSED----------------------
[2024-05-29 03:32:01,777 INFO com.tech.panda.account.User_Register] - ----------------------PASSED----------------------
[2024-05-29 03:48:52,210 INFO com.tech.panda.account.User_Register] - ----------------------PASSED----------------------
[2024-05-29 04:00:57,263 INFO com.tech.panda.account.User_Register] - ----------------------PASSED----------------------
[2024-05-29 04:00:58,186 INFO com.tech.panda.account.User_Register] - ----------------------PASSED----------------------
[2024-05-29 04:04:34,836 INFO com.tech.panda.account.User_Register] - ----------------------PASSED----------------------
[2024-05-29 04:04:35,909 INFO com.tech.panda.account.User_Register] - ----------------------PASSED----------------------
[2024-05-29 04:04:36,011 INFO com.tech.panda.account.User_Register] - ----------------------PASSED----------------------
[2024-05-29 04:04:36,072 INFO com.tech.panda.account.User_Register] - ----------------------PASSED----------------------
[2024-05-29 04:05:44,716 INFO com.tech.panda.account.User_Login] - ----------------------PASSED----------------------
[2024-05-29 04:05:44,782 INFO com.tech.panda.account.User_Login] - ----------------------PASSED----------------------
[2024-05-29 04:05:46,615 INFO com.tech.panda.account.User_Login] - ----------------------PASSED----------------------
[2024-05-29 04:05:49,549 INFO com.tech.panda.account.User_Login] - ----------------------PASSED----------------------
[2024-05-29 04:05:51,244 INFO com.tech.panda.account.User_Login] - ----------------------PASSED----------------------
[2024-05-29 04:05:54,016 INFO com.tech.panda.account.User_Login] - ----------------------PASSED----------------------
[2024-05-29 04:05:56,889 INFO com.tech.panda.account.User_Login] - ----------------------PASSED----------------------
[2024-05-29 04:05:56,964 INFO com.tech.panda.account.User_Login] - ----------------------PASSED----------------------
[2024-05-29 04:07:06,750 INFO com.tech.panda.account.User_Login] - ----------------------FAILED----------------------
[2024-05-29 04:07:06,808 INFO com.tech.panda.account.User_Login] - ----------------------PASSED----------------------
[2024-05-29 04:07:08,786 INFO com.tech.panda.account.User_Login] - ----------------------PASSED----------------------
[2024-05-29 04:07:11,481 INFO com.tech.panda.account.User_Login] - ----------------------PASSED----------------------
[2024-05-29 04:07:13,342 INFO com.tech.panda.account.User_Login] - ----------------------PASSED----------------------
[2024-05-29 04:07:16,135 INFO com.tech.panda.account.User_Login] - ----------------------PASSED----------------------
[2024-05-29 04:07:18,835 INFO com.tech.panda.account.User_Login] - ----------------------PASSED----------------------
[2024-05-29 04:07:18,915 INFO com.tech.panda.account.User_Login] - ----------------------PASSED----------------------
[2024-05-29 04:39:05,564 INFO com.tech.panda.account.User_Register] - ----------------------PASSED----------------------
[2024-05-29 04:39:06,294 INFO com.tech.panda.account.User_Register] - ----------------------PASSED----------------------
[2024-05-29 04:39:06,356 INFO com.tech.panda.account.User_Register] - ----------------------PASSED----------------------
[2024-05-29 04:39:06,419 INFO com.tech.panda.account.User_Register] - ----------------------PASSED----------------------
[2024-05-29 04:44:25,735 INFO com.tech.panda.account.User_Register] - ----------------------PASSED----------------------
[2024-05-29 04:44:26,449 INFO com.tech.panda.account.User_Register] - ----------------------PASSED----------------------
[2024-05-29 04:44:26,509 INFO com.tech.panda.account.User_Register] - ----------------------PASSED----------------------
[2024-05-29 04:44:26,572 INFO com.tech.panda.account.User_Register] - ----------------------PASSED----------------------
[2024-05-29 04:47:53,012 INFO com.tech.panda.account.User_Register] - ----------------------PASSED----------------------
[2024-05-29 04:47:53,729 INFO com.tech.panda.account.User_Register] - ----------------------PASSED----------------------
[2024-05-29 04:47:53,790 INFO com.tech.panda.account.User_Register] - ----------------------PASSED----------------------
[2024-05-29 04:47:53,853 INFO com.tech.panda.account.User_Register] - ----------------------PASSED----------------------
[2024-05-29 04:52:52,823 INFO com.tech.panda.account.User_Register] - ----------------------PASSED----------------------
[2024-05-29 04:52:53,559 INFO com.tech.panda.account.User_Register] - ----------------------PASSED----------------------
[2024-05-29 04:52:53,621 INFO com.tech.panda.account.User_Register] - ----------------------PASSED----------------------
[2024-05-29 04:52:53,683 INFO com.tech.panda.account.User_Register] - ----------------------PASSED----------------------
[2024-05-29 04:55:55,822 INFO com.tech.panda.account.User_Register] - ----------------------PASSED----------------------
[2024-05-29 04:55:56,531 INFO com.tech.panda.account.User_Register] - ----------------------PASSED----------------------
[2024-05-29 04:55:56,595 INFO com.tech.panda.account.User_Register] - ----------------------PASSED----------------------
[2024-05-29 04:55:56,656 INFO com.tech.panda.account.User_Register] - ----------------------PASSED----------------------
[2024-05-29 04:59:49,754 INFO com.tech.panda.account.User_Register] - ----------------------PASSED----------------------
[2024-05-29 04:59:50,514 INFO com.tech.panda.account.User_Register] - ----------------------PASSED----------------------
[2024-05-29 04:59:50,574 INFO com.tech.panda.account.User_Register] - ----------------------PASSED----------------------
[2024-05-29 04:59:50,637 INFO com.tech.panda.account.User_Register] - ----------------------PASSED----------------------
[2024-05-29 05:04:08,152 INFO com.tech.panda.account.User_Register] - ----------------------PASSED----------------------
[2024-05-29 05:04:08,879 INFO com.tech.panda.account.User_Register] - ----------------------PASSED----------------------
[2024-05-29 05:04:08,944 INFO com.tech.panda.account.User_Register] - ----------------------PASSED----------------------
[2024-05-29 05:04:09,006 INFO com.tech.panda.account.User_Register] - ----------------------PASSED----------------------
[2024-05-29 05:04:10,433 INFO com.tech.panda.account.User_Register] - ----------------------PASSED----------------------
